  5, Jan 26
 13, Jan 25
  3, Jan 24
  0, Jan 23
  0, Jan 22
  0, Jan 21
  1, Jan 20
  0, Jan 19 
  0, Jan 18 
  0, Jan 17 
  0, Jan 16 
  0, Jan 15 
  0, Jan 14 
  0, Jan 13 
  0, Jan 12 
  0, Jan 11 
  0, Jan 10 
  0, Jan 9 
  0, Jan 8 
  0, Jan 7 
  0, Jan 6 
  0, Jan 5 
  2, Jan 4 
  0, Jan 3 
  9, Jan 2 
  8, Jan 1 
  0, Dec 31
  6, Dec 30
 12, Dec 29
  4, Dec 28
  4, Dec 27
  0, Dec 26
  0, Dec 25
  0, Dec 24
  0, Dec 23
  6, Dec 22
 15, Dec 21
  7, Dec 20
